#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
E.coli and Shigella,Ecol_542,,PDT000191148.1,2017-03-03T15:52:53Z,Viet Nam: Ho Chi Minh City,,clinical,Homo sapiens,,,,SAMN05511186,GCA_002012025.1,"bla,blaCTX-M-27,blaEC,blaKPC-2",PDG000000004.1583
E.coli and Shigella,Ecol_656,,PDT000191150.1,2017-03-03T15:53:43Z,USA: Caguas,,clinical,Homo sapiens,,,,SAMN05511161,GCA_002012065.1,"blaCTX-M-15,blaEC,blaKPC-2,blaTEM-1,dfrA,qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_AZ146,,PDT000191151.1,2017-03-03T15:54:09Z,Italy: Pisa,,clinical,Homo sapiens,,,,SAMN05511152,GCA_002012085.1,"aac(3)-IIa,aac(6')-Ib,aac(6')-Ib-cr,aadA5,blaCTX-M-15,blaEC,blaKPC-2,blaOXA,blaOXA-1,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_AZ147,,PDT000191152.1,2017-03-03T15:54:33Z,Israel: Kfar Sava,,clinical,Homo sapiens,,,,SAMN05511182,GCA_002012105.1,"aac(3)-IV,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,blaEC,blaKPC-3,blaOXA,blaTEM-1,dfrA5,floR,sul2,tet(A),tet(M)",PDG000000004.1583
E.coli and Shigella,Ecol_AZ159,,PDT000191154.1,2017-03-03T15:56:22Z,Colombia: Bogota,,clinical,Homo sapiens,,,,SAMN05511159,GCA_002012145.1,"aac(6')-Ib,aac(6')-Ib-cr,aadA16,arr-3,bla,blaEC,blaKPC-2,dfrA,qacEdelta1,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,Ecol_422,,PDT000191156.1,2017-03-03T15:57:21Z,Ecuador: Quito,,clinical,Homo sapiens,,,,SAMN05511153,GCA_002012185.1,"aac(3)-IIa,aac(6')-Ib,aac(6')-Ib-cr,aadA5,arr-3,bla,blaCTX-M-2,blaEC,blaKPC-2,blaOXA-1,blaTEM-26,catB3,dfrA17,erm(B),mph(A),qacEdelta1,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,Ecol_867,,PDT000191157.1,2017-03-03T15:57:50Z,Canada: Toronto,,clinical,Homo sapiens,,,,SAMN05511148,GCA_002012205.1,"aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaKPC-3,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_881,,PDT000191158.1,2017-03-03T15:58:22Z,Colombia: Cali,,clinical,Homo sapiens,,,,SAMN05511150,GCA_002012225.1,"aac(3)-IIa,aac(6')-Ib,aac(6')-Ib-cr,aadA16,aadA5,arr-3,bla,blaCTX-M-15,blaEC,blaKPC-2,blaOXA-1,dfrA,dfrA17,erm(B),mph(A),qacEdelta1,qnrB6,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_AZ153,,PDT000191159.1,2017-03-03T15:58:46Z,China: Beijing,,clinical,Homo sapiens,,,,SAMN05511160,GCA_002012245.1,"aac(3)-IId,aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaKPC-2,blaTEM-1,dfrA17,dfrA25,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_AZ161,,PDT000191160.1,2017-03-03T15:59:26Z,USA: Lafayette,,clinical,Homo sapiens,,,,SAMN05511166,GCA_002012265.1,"aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaKPC-3,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,Ecol_244,,PDT000191161.1,2017-03-03T16:50:41Z,Argentina: Buenos Aires,,clinical,Homo sapiens,,,,SAMN05511157,GCA_002012305.1,"aac(3)-IV,aac(6')-Ib,aadA1,aadA2,aph(4)-Ia,blaEC,blaKPC-2,blaOXA,blaTEM-1,bleO,cmlA1,qacL,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,SF-001,,PDT000193787.1,2017-03-15T18:02:35Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05525568,GCA_002028665.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,SF-083,,PDT000193789.1,2017-03-15T18:03:01Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05525593,GCA_002028705.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-075,,PDT000193788.1,2017-03-15T18:02:59Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05525636,GCA_002028715.1,"blaEC,tet(A)",PDG000000004.1583
E.coli and Shigella,SF-149,,PDT000193790.1,2017-03-15T18:03:22Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05525794,GCA_002028745.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,SF-151,,PDT000193791.1,2017-03-15T18:03:26Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05545166,GCA_002028755.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,SF-239,,PDT000193792.1,2017-03-15T18:03:52Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05545186,GCA_002028785.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-264,,PDT000193793.1,2017-03-15T18:03:53Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05545191,GCA_002028795.1,"aac(3)-IId,aadA1,aadA2,aadA5,blaEC,blaTEM-1,catA1,dfrA12,dfrA17,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,SF-313,,PDT000193796.1,2017-03-15T18:04:32Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05552908,GCA_002028865.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-335,,PDT000193797.1,2017-03-15T18:04:33Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05552972,GCA_002028875.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,SF-194,,PDT000193800.1,2017-03-15T18:05:11Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05545167,GCA_002028945.1,"aadA1,blaEC,blaTEM-1,catA1,qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,SF-231,,PDT000193802.1,2017-03-15T18:05:22Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05545168,GCA_002028965.1,"aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-19,dfrA17,qacC,qacEdelta1,sul1,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,SF-371,,PDT000193803.1,2017-03-15T18:06:23Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560411,GCA_002029005.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,SF-380,,PDT000193806.1,2017-03-15T18:06:38Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560412,GCA_002029015.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-403,,PDT000193805.1,2017-03-15T18:06:32Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560416,GCA_002029025.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-383,,PDT000193804.1,2017-03-15T18:06:30Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560413,GCA_002029035.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-421,,PDT000193807.1,2017-03-15T18:07:01Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560418,GCA_002029085.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-423,,PDT000193808.1,2017-03-15T18:07:08Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560421,GCA_002029095.1,blaEC,PDG000000004.1583
E.coli and Shigella,SF-425,,PDT000193809.1,2017-03-15T18:07:10Z,USA: San Francisco,blood,clinical,Homo sapiens,,,,SAMN05560448,GCA_002029115.1,blaEC,PDG000000004.1583
E.coli and Shigella,102667,,PDT000198903.1,2017-03-30T18:03:02Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366552,GCA_002075165.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,102556,,PDT000198902.1,2017-03-30T18:02:58Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366550,GCA_002075175.1,"ant(3''),blaEC-5,blaTEM-1,dfrA15,qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,102549,,PDT000198904.1,2017-03-30T18:03:16Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366547,GCA_002075205.1,"ant(3''),blaEC,blaTEM-1,dfrA15,qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,102687,,PDT000198905.1,2017-03-30T18:03:44Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366549,GCA_002075225.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,103414,,PDT000198906.1,2017-03-30T18:03:46Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366551,GCA_002075235.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA7,qacEdelta1,sul1,sul2",PDG000000004.1583
E.coli and Shigella,102713,,PDT000198907.1,2017-03-30T18:04:12Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366553,GCA_002075265.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA7,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,103604,,PDT000198908.1,2017-03-30T18:04:33Z,Gambia,stool,clinical,Homo sapiens,,,,SAMN03366554,GCA_002075295.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,2,,PDT000200653.1,2017-04-06T15:03:12Z,Sweden,gut,clinical,Homo sapiens,,,,SAMN06562598,GCA_002080555.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,10,,PDT000200660.1,2017-04-06T15:04:47Z,Sweden,gut,clinical,Homo sapiens,,,,SAMN06562599,GCA_002080675.1,"blaEC,blaTEM",PDG000000004.1583
E.coli and Shigella,OS_09_001_TOC1,,PDT000201772.1,2017-04-12T15:02:14Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606408,GCA_002087505.1,blaEC,PDG000000004.1583
E.coli and Shigella,OS_09_006_-1,,PDT000201773.1,2017-04-12T15:02:42Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606411,GCA_002087535.1,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,OS_01_020_10,,PDT000201774.1,2017-04-12T15:02:52Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606412,GCA_002087555.1,"blaEC,tet(A)",PDG000000004.1583
E.coli and Shigella,OS_02_021_10,,PDT000201775.1,2017-04-12T15:02:58Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606414,GCA_002087565.1,"blaEC,blaTEM-1",PDG000000004.1583
E.coli and Shigella,OS_02_001_-1,,PDT000201776.1,2017-04-12T15:03:06Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606409,GCA_002087575.1,"aadA1,blaEC-5,dfrA1,sat2",PDG000000004.1583
E.coli and Shigella,OS_02_042_-1,,PDT000201778.1,2017-04-12T15:03:46Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606410,GCA_002087615.1,blaEC-5,PDG000000004.1583
E.coli and Shigella,OS_02_035_15,,PDT000201781.1,2017-04-12T15:04:36Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606423,GCA_002087735.1,blaEC,PDG000000004.1583
E.coli and Shigella,UMB08_02.1uog,,PDT000201782.1,2017-04-12T15:05:02Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606427,GCA_002087775.1,blaEC-5,PDG000000004.1583
E.coli and Shigella,OS_09_001_-1.0,,PDT000201783.1,2017-04-12T15:05:04Z,USA: MO,urine,clinical,Homo sapiens,,,,SAMN04606428,GCA_002087785.1,"aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,catA1,dfrA7,qacE,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP174,,PDT000206603.1,2017-05-01T14:07:08Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06311287,GCA_002116465.1,"aac(6')-Ib-cr5,aadA1,aadA2,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA1,dfrA12,fosA,mph(A),qacEdelta1,sat2,sul1",PDG000000004.1583
E.coli and Shigella,AUH_IMP153,,PDT000206604.1,2017-05-01T14:07:09Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06311269,GCA_002116485.1,"aac(6')-Ib-cr5,aadA5,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP157,,PDT000206602.1,2017-05-01T14:07:08Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06311274,GCA_002116495.1,"aac(3)-IIa,aac(6')-Ib-cr5,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,catB3,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP149,,PDT000206605.1,2017-05-01T14:07:55Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06311264,GCA_002116545.1,"blaCTX-M-15,blaEC,blaTEM-1,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP173,,PDT000206607.1,2017-05-01T14:08:01Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06311283,GCA_002116565.1,"aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-42,blaEC,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,G199,,PDT000208668.1,2017-05-10T21:09:26Z,USA: Seattle,,clinical,Homo sapiens,,,,SAMN04381848,GCA_002120205.1,blaEC,PDG000000004.1583
E.coli and Shigella,CH611_eco,,PDT000208667.1,2017-05-10T19:50:26Z,China: Guangzhou,urine from cystostomy,clinical,Homo sapiens,,,,SAMN05969695,GCA_002125925.1,"blaCTX-M-15,blaEC,blaNDM-5,blaTEM-1,ble,erm(B),mph(A)",PDG000000004.1583
E.coli and Shigella,CH613_eco,,PDT000208669.1,2017-05-11T19:53:17Z,China: Guangzhou,"Urine, bladder (ub)",clinical,Homo sapiens,,,,SAMN05425592,GCA_002133365.1,"aac(3)-II,aac(3)-IId,aac(3)-IV,aac(6')-Ib-cr5,aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,arr-3,blaEC,blaNDM,blaNDM-5,blaOXA-1,blaTEM-1,ble,bleO,catB3,dfrA12,floR,mcr-1.1,mph(A),qacE,qacEdelta1,qnrS1,rmtB1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,Z1002,,PDT000209465.1,2017-05-16T17:53:45Z,China:Jining,blood,clinical,Homo sapiens,,,,SAMN06924979,GCA_002142675.1,"aac(3)-IIa,aac(3)-IId,aac(6')-Ib3,aadA5,blaCTX-M-14,blaCTX-M-15,blaEC,blaNDM-1,blaTEM-1,ble,dfrA17,erm(B),mcr-1.1,mph(A),qacE,qacEdelta1,rmtC,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,5CRE51,,PDT000209466.1,2017-05-16T17:54:06Z,Taiwan: Tainan,urine,clinical,Homo sapiens,,,,SAMN06828737,GCA_002142695.1,"aadA2,blaCTX-M-65,blaEC,blaNDM-9,ble,dfrA12,floR,fosA3,mcr-1,qacEdelta1,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,strain Z247,,PDT000209467.1,2017-05-16T17:54:29Z,China:Hefei,blood,clinical,Homo sapiens,,,,SAMN06925129,GCA_002142715.1,"aac(3)-IV,aph(3')-VI,aph(4)-Ia,blaCTX-M-14,blaCTX-M-55,blaEC,blaNDM-1,ble,floR,fosA3,mcr-1.1,sul2",PDG000000004.1583
E.coli and Shigella,ATCC 35150_1,,PDT000209468.1,2017-05-16T20:01:49Z,Canada,,clinical,Homo sapiens,PDS000004313.47,21,22,SAMN05301323,GCA_002144055.1,blaEC,PDG000000004.1583
E.coli and Shigella,ATCC 35150_100,,PDT000209469.1,2017-05-16T20:01:50Z,Canada,,clinical,Homo sapiens,PDS000004313.47,7,8,SAMN05301324,GCA_002144065.1,blaEC,PDG000000004.1583
E.coli and Shigella,11-3088_1,,PDT000209472.1,2017-05-16T20:02:23Z,Canada,,clinical,Homo sapiens,PDS000000589.37,20,21,SAMN05301327,GCA_002144135.1,"aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,dfrA7,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,11-3088_100,,PDT000209473.1,2017-05-16T20:02:30Z,Canada,,clinical,Homo sapiens,PDS000000589.37,13,14,SAMN05301328,GCA_002144145.1,"aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,dfrA7,qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP147,,PDT000210705.1,2017-05-19T17:05:37Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06279413,GCA_002151245.1,"aac(6')-Ib-cr5,aadA2,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA12,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,BWH69,,PDT000210706.1,2017-05-19T19:06:42Z,"USA: Massachusetts, Boston",blood,clinical,Homo sapiens,,,,SAMN04521876,GCA_002152015.1,"aadA1,aadA2,blaEC,cmlA1,dfrA12,floR,qacL,sul3,tet(A)",PDG000000004.1583
E.coli and Shigella,MGH130,,PDT000210707.1,2017-05-19T19:06:43Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521881,GCA_002152025.1,"blaEC,blaTEM-1,tet(A)",PDG000000004.1583
E.coli and Shigella,MGH169,,PDT000210708.1,2017-05-19T19:07:23Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521918,GCA_002152065.1,"aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaNDM-5,blaOXA-1,ble,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,MGH144,,PDT000210709.1,2017-05-19T19:07:24Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521893,GCA_002152075.1,"aadA5,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,MGH179,,PDT000210712.1,2017-05-19T19:08:06Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521928,GCA_002152135.1,"aac(6')-Ib-cr5,aac(6')-Ib11,aadA5,blaCMY-6,blaCTX-M-15,blaEC,blaNDM-1,blaOXA-1,ble,catB3,dfrA17,mph(A),qacEdelta1,rmtC,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,MGH170,,PDT000210711.1,2017-05-19T19:08:05Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521919,GCA_002152145.1,blaEC-5,PDG000000004.1583
E.coli and Shigella,UCI104,,PDT000210713.1,2017-05-19T19:08:48Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521854,GCA_002152175.1,blaEC,PDG000000004.1583
E.coli and Shigella,UCI103,,PDT000210714.1,2017-05-19T19:08:52Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521853,GCA_002152185.1,"aadA1,aadA2,aadA5,aph(3')-Ia,blaCARB-2,blaCMY-2,blaEC,catA1,cmlA1,dfrA17,qacEdelta1,qacL,qnrS1,sul1,sul3,tet(A),tet(X)",PDG000000004.1583
E.coli and Shigella,MGH180,,PDT000210715.1,2017-05-19T19:08:59Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521929,GCA_002152215.1,blaEC,PDG000000004.1583
E.coli and Shigella,MGH188,,PDT000210716.1,2017-05-19T19:09:02Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521937,GCA_002152225.1,blaEC,PDG000000004.1583
E.coli and Shigella,UCI122,,PDT000210717.1,2017-05-19T19:09:16Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521872,GCA_002152255.1,blaEC-5,PDG000000004.1583
E.coli and Shigella,UCI121,,PDT000210718.1,2017-05-19T19:09:33Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521871,GCA_002152275.1,"ant(2'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaKPC-2,blaSHV-5,blaTEM-1,dfrA8,qacEdelta1,sul1,sul2",PDG000000004.1583
E.coli and Shigella,MGH143,,PDT000210720.1,2017-05-19T19:14:55Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521892,GCA_002153005.1,"aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP186,,PDT000212798.1,2017-05-22T17:02:40Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284153,GCA_002155315.1,"aac(3)-IId,aac(6')-Ib-cr5,aadA5,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-48,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP187,,PDT000212800.1,2017-05-22T17:03:29Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284154,GCA_002155375.1,"aac(3)-IId,aac(6')-Ib-cr5,aadA5,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-48,blaTEM-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP199,,PDT000212801.1,2017-05-22T17:03:29Z,Lebanon,,clinical,Homo sapiens,PDS000006912.20,14,20,SAMN06284338,GCA_002155385.1,"aac(3)-IId,aadA5,blaCTX-M-24,blaEC,blaOXA-48,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,AUH_IMP203,,PDT000212802.1,2017-05-22T17:04:14Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284382,GCA_002155445.1,"aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaTEM-1,dfrA14,qnrS1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP205,,PDT000212803.1,2017-05-22T17:04:19Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284414,GCA_002155465.1,"aph(3'')-Ib,aph(6)-Id,blaEC,blaOXA-48,blaTEM-1,dfrA5,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP314,,PDT000212806.1,2017-05-22T17:05:02Z,Lebanon,,clinical,Homo sapiens,PDS000006912.20,22,30,SAMN06284417,GCA_002155515.1,"aac(3)-IId,aadA5,blaCTX-M-24,blaEC,blaOXA-48,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,AUH_IMP396,,PDT000212810.1,2017-05-22T17:05:44Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284481,GCA_002155585.1,"aadA1,blaCMY-42,blaEC,blaOXA-1,blaTEM-190,catA1,dfrA1,mph(A),sat2,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP605,,PDT000212812.1,2017-05-22T17:06:26Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06284568,GCA_002155645.1,"aadA1,blaCMY-42,blaEC,blaOXA-1,blaOXA-181,blaTEM-1,dfrA1,mph(A),qnrS1,sat2,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP188,,PDT000212813.1,2017-05-22T17:08:17Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06689989,GCA_002155755.1,"aac(3)-IIa,aac(6')-Ib-cr5,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,catB3,tet(A)",PDG000000004.1583
E.coli and Shigella,AUH_IMP194,,PDT000212814.1,2017-05-22T17:08:24Z,Lebanon,,clinical,Homo sapiens,PDS000006918.52,42,46,SAMN06690112,GCA_002155775.1,"aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaCTX-M-15,blaEC,blaOXA-1,blaOXA-181,catB3,dfrA17,qacEdelta1,qnrS1,sul1,sul2,tet(B)",PDG000000004.1583
E.coli and Shigella,AUH_IMP202,,PDT000212815.1,2017-05-22T17:09:21Z,Lebanon,,clinical,Homo sapiens,,,,SAMN06690122,GCA_002155825.1,"aac(6')-Ib-cr5,aadA5,blaCMY-42,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,tet(B)",PDG000000004.1583
E.coli and Shigella,TUM17668,,PDT000213686.1,2017-05-26T18:14:55Z,,,clinical,Homo sapiens,,,,SAMD00080331,GCA_002157815.1,"blaCTX-M-8,blaEC,mcr-1.5",PDG000000004.1583
E.coli and Shigella,BIDMC116,,PDT000214896.1,2017-05-31T20:12:41Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,,,,SAMN04521848,GCA_002163275.1,"blaEC,blaTEM-1,tet(B)",PDG000000004.1583
E.coli and Shigella,MGH129,,PDT000214897.1,2017-05-31T20:12:59Z,"USA: Massachusetts, Boston",,clinical,Homo sapiens,PDS000003047.8,30,,SAMN04521880,GCA_002163295.1,"aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)",PDG000000004.1583
E.coli and Shigella,WCHEC020032,,PDT000215973.2,2019-01-22T15:52:05Z,China: Sichuan,,clinical,Homo sapiens,,,,SAMN06909180,GCA_002164865.2,"aac(3)-IId,aadA5,blaCMY-42,blaCTX-M-3,blaEC,blaNDM-5,blaTEM,ble,dfrA17,erm(B),mph(A),qacEdelta1,sul1",PDG000000004.1583
E.coli and Shigella,SCEC020068,,PDT000215974.1,2017-06-02T17:13:06Z,China: Sichuan,,clinical,Homo sapiens,,,,SAMN06909183,GCA_002164915.1,"aac(3)-IV,aadA1,aadA2,aph(3'')-Ib,aph(3')-Ia,aph(4)-Ia,aph(6)-Id,blaCTX-M-14,blaCTX-M-55,blaEC,blaNDM-5,ble,catA1,cmlA1,dfrA14,floR,fosA3,mcr-1.1,mph(A),qacL,sul2,sul3,tet(A),tet(M)",PDG000000004.1583
