#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","136526","Escherichia coli","PDT000161647.2","2016-11-18T05:19:00Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030866",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","173578","Escherichia coli","PDT000161648.2","2016-11-18T05:19:00Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030867",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","168311","Escherichia coli","PDT000161649.2","2016-11-18T05:19:00Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030874",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","180528","Escherichia coli","PDT000161653.2","2016-11-18T05:19:01Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030873",,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,floR,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","173580","Escherichia coli","PDT000161655.2","2016-11-18T05:19:02Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030883",,"blaEC,fosA","PDG000000004.1583"
"E.coli and Shigella","182042","Escherichia coli","PDT000161656.2","2016-11-18T05:19:02Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030880",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","131441","Escherichia coli","PDT000161658.2","2016-11-18T05:19:02Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030744",,"blaEC,fosA","PDG000000004.1583"
"E.coli and Shigella","155721","Escherichia coli","PDT000161659.2","2016-11-18T05:19:02Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030746",,"aadA2,blaDHA-1,blaEC,dfrA12,dfrA17,mph(A),qepA,qnrB4,sul1","PDG000000004.1583"
"E.coli and Shigella","146054","Escherichia coli","PDT000161662.2","2016-11-18T05:19:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030751",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","155729","Escherichia coli","PDT000161663.2","2016-11-18T05:19:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030753",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,mph(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","185423","Escherichia coli","PDT000161664.2","2016-11-18T05:19:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030750",,"blaEC-5","PDG000000004.1583"
"E.coli and Shigella","142242","Escherichia coli","PDT000161665.2","2016-11-18T05:19:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030763",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","155783","Escherichia coli","PDT000161666.2","2016-11-18T05:19:03Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030752",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","187561","Escherichia coli","PDT000161667.2","2016-11-18T05:19:04Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030780",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","187560","Escherichia coli","PDT000161672.2","2016-11-18T05:19:05Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030761",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","131439","Escherichia coli","PDT000161674.2","2016-11-18T05:19:05Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030756",,"aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,floR,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","196383","Escherichia coli","PDT000161675.2","2016-11-18T05:19:05Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030758",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","178809","Escherichia coli","PDT000161677.2","2016-11-18T05:19:05Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030818",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","176237","Escherichia coli","PDT000161679.2","2016-11-18T05:19:06Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030807",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","155727","Escherichia coli","PDT000161682.2","2016-11-18T05:19:06Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030802",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","178810","Escherichia coli","PDT000161683.2","2016-11-18T05:19:06Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030800",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","182127","Escherichia coli","PDT000161687.2","2016-11-18T05:19:07Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030801",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","180526","Escherichia coli","PDT000161689.2","2016-11-18T05:19:08Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030834",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","126124","Escherichia coli","PDT000161690.2","2016-11-18T05:19:08Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030826",,"aadA1,aph(6)-Id,blaEC,dfrA1,sat1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","163207","Escherichia coli","PDT000161694.2","2016-11-18T05:19:08Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030825",,"aadA1,blaEC,sat1","PDG000000004.1583"
"E.coli and Shigella","186578","Escherichia coli","PDT000161695.2","2016-11-18T05:19:09Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030838",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","207517","Escherichia coli","PDT000161702.2","2016-11-18T05:19:10Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030836",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","182043","Escherichia coli","PDT000161703.2","2016-11-18T05:19:10Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030849",,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","126122","Escherichia coli","PDT000161704.2","2016-11-18T05:19:10Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030840",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","155731","Escherichia coli","PDT000161706.2","2016-11-18T05:19:11Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030851",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","134245","Escherichia coli","PDT000161707.2","2016-11-18T05:19:11Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030841",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","170314","Escherichia coli","PDT000161709.2","2016-11-18T05:19:11Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030842",,"aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,mph(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","185914","Escherichia coli","PDT000161715.2","2016-11-18T05:19:12Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030844",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","174672","Escherichia coli","PDT000161716.2","2016-11-18T05:19:13Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030847",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","180525","Escherichia coli","PDT000161717.2","2016-11-18T05:19:13Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06030848",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","146172","Escherichia coli","PDT000161863.2","2016-11-19T05:19:25Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035332",,"blaEC,qnrB19","PDG000000004.1583"
"E.coli and Shigella","136730","Escherichia coli","PDT000161865.2","2016-11-19T05:19:25Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035334",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","149185","Escherichia coli","PDT000161866.2","2016-11-19T05:19:26Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035330",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","136718","Escherichia coli","PDT000161869.2","2016-11-19T05:19:26Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035345",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","147815","Escherichia coli","PDT000161870.2","2016-11-19T05:19:26Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035342",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","126112","Escherichia coli","PDT000161871.2","2016-11-19T05:19:26Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035343",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","126111","Escherichia coli","PDT000161872.2","2016-11-19T05:19:27Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035340",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","147825","Escherichia coli","PDT000161873.2","2016-11-19T05:19:27Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035348",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","123852","Escherichia coli","PDT000161875.2","2016-11-19T05:19:27Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035347",,"aadA5,blaEC,dfrA17,mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","119523","Escherichia coli","PDT000161877.2","2016-11-19T05:19:28Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035336",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","125966","Escherichia coli","PDT000161878.2","2016-11-19T05:19:28Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035338",,"blaCTX-M-1,blaEC,mph(A),tet(D)","PDG000000004.1583"
"E.coli and Shigella","122666","Escherichia coli","PDT000161879.2","2016-11-19T05:19:28Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035337",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","155730","Escherichia coli","PDT000161880.2","2016-11-19T05:19:28Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035346",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","123945","Escherichia coli","PDT000161882.2","2016-11-19T05:19:28Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035355",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","136717","Escherichia coli","PDT000161884.2","2016-11-19T05:19:29Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035350",,"aph(3'')-Ib,aph(6)-Id,blaEC","PDG000000004.1583"
"E.coli and Shigella","123943","Escherichia coli","PDT000161887.2","2016-11-19T05:19:29Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035349",,"aph(3'')-Ib,aph(6)-I,blaEC,blaTEM-1,sul2","PDG000000004.1583"
"E.coli and Shigella","93296","Escherichia coli","PDT000161889.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035365",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","147827","Escherichia coli","PDT000161890.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035364",,"blaEC,tet(B)","PDG000000004.1583"
"E.coli and Shigella","136724","Escherichia coli","PDT000161891.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035362",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","123853","Escherichia coli","PDT000161892.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035363",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","13219","Escherichia coli","PDT000161893.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035360",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","136719","Escherichia coli","PDT000161894.2","2016-11-19T05:19:30Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035356",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","122667","Escherichia coli","PDT000161898.2","2016-11-19T05:19:31Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035374",,"aac(3)-IIa,aac(6')-Ib-cr,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","126109","Escherichia coli","PDT000161899.2","2016-11-19T05:19:31Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035358",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","101287","Escherichia coli","PDT000161905.2","2016-11-19T05:19:32Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035376",,"blaEC-5,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","126115","Escherichia coli","PDT000161906.2","2016-11-19T05:19:32Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035371",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","136721","Escherichia coli","PDT000161907.2","2016-11-19T05:19:33Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035368",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","121422","Escherichia coli","PDT000161908.2","2016-11-19T05:19:33Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035367",,"aac(6')-Ib-cr,aadA2,aadA5,blaCARB-2,blaEC,blaOXA-1,blaTEM-1,catA1,catB3,dfrA17,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","126116","Escherichia coli","PDT000161914.2","2016-11-19T05:19:34Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035384",,"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","123850","Escherichia coli","PDT000161916.2","2016-11-19T05:19:34Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035381",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","147821","Escherichia coli","PDT000161917.2","2016-11-19T05:19:34Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035383",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","44523","Escherichia coli","PDT000161920.2","2016-11-19T05:19:35Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035387",,"aph(3'')-Ib,blaEC,sul2","PDG000000004.1583"
"E.coli and Shigella","93275","Escherichia coli","PDT000161921.2","2016-11-19T05:19:35Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06035386",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","195543","Escherichia coli","PDT000161967.2","2016-11-19T05:19:43Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039833",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","143948","Escherichia coli","PDT000161969.2","2016-11-19T05:19:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039823",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","267715","Escherichia coli","PDT000161971.2","2016-11-19T05:19:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039851",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","264127","Escherichia coli","PDT000161972.2","2016-11-19T05:19:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039828",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","254614","Escherichia coli","PDT000161973.2","2016-11-19T05:19:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039841",,"aadA5,blaCTX-M-15,blaEC,dfrA17,mph(A),qacEdelta1,qnrS1,sul1","PDG000000004.1583"
"E.coli and Shigella","222602","Escherichia coli","PDT000161974.2","2016-11-19T05:19:44Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040243",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","252388","Escherichia coli","PDT000161975.2","2016-11-19T05:19:45Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040251",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","222603","Escherichia coli","PDT000161976.2","2016-11-19T05:19:45Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040237",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","285574","Escherichia coli","PDT000161979.2","2016-11-19T05:19:45Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040224",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","185855","Escherichia coli","PDT000161981.2","2016-11-19T05:19:46Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040218",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","238382","Escherichia coli","PDT000161982.2","2016-11-19T05:19:46Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040193",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","248516","Escherichia coli","PDT000161983.2","2016-11-19T05:19:46Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040186",,"aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaOXA-1,blaTEM-1,catA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","265315","Escherichia coli","PDT000161985.2","2016-11-19T05:19:46Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040174",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","285564","Escherichia coli","PDT000161988.2","2016-11-19T05:19:47Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040326",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","254615","Escherichia coli","PDT000161990.2","2016-11-19T05:19:47Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040327",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","287606","Escherichia coli","PDT000161991.2","2016-11-19T05:19:47Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040323",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","243911","Escherichia coli","PDT000161994.2","2016-11-19T05:19:48Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040322",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","242358","Escherichia coli","PDT000161995.2","2016-11-19T05:19:48Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040321",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","245471","Escherichia coli","PDT000161997.2","2016-11-19T05:19:48Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040335",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","264095","Escherichia coli","PDT000161998.2","2016-11-19T05:19:48Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040334",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","272422","Escherichia coli","PDT000161999.2","2016-11-19T05:19:49Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040333",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","254602","Escherichia coli","PDT000162000.2","2016-11-19T05:19:49Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040329",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","222378","Escherichia coli","PDT000162001.2","2016-11-19T05:19:49Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040328",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","275755","Escherichia coli","PDT000162004.2","2016-11-19T05:19:49Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06040331",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","186556","Escherichia coli","PDT000162045.2","2016-11-19T05:19:56Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039817",,"aph(3'')-Ib,aph(6)-Id,blaEC,sul2","PDG000000004.1583"
"E.coli and Shigella","222604","Escherichia coli","PDT000162046.2","2016-11-19T05:19:56Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039818",,"aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,dfrA1,mph(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","231229","Escherichia coli","PDT000162048.2","2016-11-19T05:19:57Z","United Kingdom: United Kingdom","human","clinical","Homo sapiens",,,,"SAMN06039867",,"blaEC,blaTEM-1,catA1,dfrA5,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","SF-501",,"PDT000162081.1","2016-11-17T21:10:19Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607985","GCA_001881045.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2,tet(D)","PDG000000004.1583"
"E.coli and Shigella","SF-126",,"PDT000162084.1","2016-11-17T21:10:55Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05608005","GCA_001881105.1","blaEC,blaTEM-1,tet(A)","PDG000000004.1583"
"E.coli and Shigella","MVAST0098",,"PDT000162085.1","2016-11-17T21:11:18Z","USA:Minneapolis, MN","urine","clinical","Homo sapiens",,,,"SAMN05608023","GCA_001881125.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","USVAST184",,"PDT000162086.1","2016-11-17T21:11:46Z","USA:Ann Arbor MI","urine","clinical","Homo sapiens",,,,"SAMN05608029","GCA_001881155.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MVAST0326",,"PDT000162087.1","2016-11-17T21:11:57Z","USA:Minneapolis, MN","urine","clinical","Homo sapiens",,,,"SAMN05608028","GCA_001881145.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","USVAST267",,"PDT000162088.1","2016-11-17T21:12:01Z","USA:Sacramento CA","urine","clinical","Homo sapiens",,,,"SAMN05608032","GCA_001881165.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","USVAST406",,"PDT000162089.1","2016-11-17T21:12:13Z","USA:Jackson MS","urine","clinical","Homo sapiens",,,,"SAMN05608037","GCA_001881205.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","SF-491",,"PDT000162090.1","2016-11-17T21:12:52Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607952","GCA_001881225.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SF-495",,"PDT000162091.1","2016-11-17T21:12:59Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607984","GCA_001881235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SF-523",,"PDT000162093.1","2016-11-17T21:13:15Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607988","GCA_001881275.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SF-567",,"PDT000162094.1","2016-11-17T21:13:56Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607990","GCA_001881315.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SF-560",,"PDT000162095.1","2016-11-17T21:14:01Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607989","GCA_001881305.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","SF-596",,"PDT000162096.1","2016-11-17T21:14:13Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607992","GCA_001881345.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","SF-095",,"PDT000162098.1","2016-11-17T21:14:51Z","USA:San Francisco","blood","clinical","Homo sapiens",,,,"SAMN05607995","GCA_001881385.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","MVAST0176",,"PDT000162099.1","2016-11-17T21:14:59Z","USA:Minneapolis, MN","blood","clinical","Homo sapiens",,,,"SAMN05608024","GCA_001881395.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","MVAST0234",,"PDT000162100.1","2016-11-17T21:15:29Z","USA:Minneapolis, MN","urine","clinical","Homo sapiens",,,,"SAMN05608025","GCA_001881425.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","USVAST245",,"PDT000162101.1","2016-11-17T21:15:35Z","USA:Seattle WA","urine","clinical","Homo sapiens",,,,"SAMN05608030","GCA_001881435.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","USVAST356",,"PDT000162102.1","2016-11-17T21:15:54Z","USA:Dallas TX","urine","clinical","Homo sapiens",,,,"SAMN05608033","GCA_001881465.1","blaEC,blaTEM","PDG000000004.1583"
"E.coli and Shigella","MN067",,"PDT000162104.1","2016-11-17T22:02:04Z","India: Delhi","stool","clinical","Homo sapiens",,,,"SAMN05853518","GCA_001881515.1","aac(3)-IId,aadA2,blaCTX-M-15,blaEC,blaTEM-1,catA1,dfrA12,mph(A),qacEdelta1,qepA4,qnrS12,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","PNUSAE004700",,"PDT000163600.2","2016-11-30T20:30:26Z","USA",,"clinical","Homo sapiens",,,,"SAMN06049493",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005228",,"PDT000167945.2","2016-12-06T22:32:03Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093975",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005227",,"PDT000167947.2","2016-12-06T22:32:03Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093974",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005229",,"PDT000167948.2","2016-12-06T22:32:04Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093976",,"blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005226",,"PDT000167950.2","2016-12-06T22:32:04Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093973",,"blaEC,blaTEM-1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005230",,"PDT000167951.2","2016-12-06T22:32:04Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093977",,"blaEC","PDG000000004.1583"
"E.coli and Shigella","PNUSAE005224",,"PDT000167953.2","2016-12-06T22:32:05Z","USA",,"clinical","Homo sapiens",,,,"SAMN06093971",,"aadA5,aph(3'')-Ib,aph(6)-Id,bla,blaEC,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
